id,domain,url,crawled_date,ten,gia_ban,nam_san_xuat,xuat_xu,tinh_trang,kieu_dang,so_km_da_di,mau_ngoai_that,mau_noi_that,so_cua,so_cho_ngoi,nhien_lieu,hop_so,dan_dong,dung_tich_xi_lanh,thong_tin_mo_ta
e990a9b2-c845-4b37-bd10-4b675030904f,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4411914/",1656771825.794004,xe mazda 2 premium,489000000.0,2018,nhập khẩu,cũ,sedan,42311 km,đỏ,đen,4 cửa,5 chỗ,xăng, tự động,fwd,1496 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
c88e5b36-60e9-45c8-98bc-b4bb6b25f79a,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4223414/",1656771825.838989,xe kia rondo dat,500000000.0,2016,trong nước,cũ,suv,60465 km,trắng,đen,5 cửa,7 chỗ,diesel, tự động,fwd,1685 (cc),"Anycar Việt Nam bán: 
Kia Rondo DAT 1.7AT 2016 màu trắng. 
- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
996e2743-75a5-4635-9046-60038bf00aa1,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4428085/",1656771825.946811,xe honda civic rs 1.5,735000000.0,2019,nhập khẩu,cũ,sedan,28580 km,trắng,đen,4 cửa,5 chỗ,xăng, tự động,fwd,1498 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
e4679e6f-a9ef-40fa-93b5-981b85466899,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4444097/",1656771825.993444,xe toyota fortuner 2.7v 4x2,495000000.0,2012,trong nước,cũ,suv,97180 km,đen,kem,5 cửa,8 chỗ,xăng, tự động,rfd,2694 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
94b408c9-f93e-41db-82b0-23000e07e829,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4434085/",1656771826.10093,xe honda crv 2.4,438000000.0,2011,trong nước,cũ,suv,125986 km,xám,đen,5 cửa,5 chỗ,xăng, tự động,fwd,2354 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
c614f0bc-d8bd-4367-8eaf-ed27daeeabb0,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4447140/",1656771826.234026,xe nissan x trail 2.0 sl 2wd premium,728000000.0,2018,trong nước,cũ,suv,39569 km,đỏ,đen,5 cửa,7 chỗ,xăng, tự động,fwd,1997 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
16f3b347-4153-4a47-ae94-64936a7d0236,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4449668/",1656771826.301945,xe hyundai accent 1.4 ath,505000000.0,2018,trong nước,cũ,sedan,32167 km,trắng,nhiều màu,4 cửa,5 chỗ,xăng, tự động,fwd,1396 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
7f0459c6-3b82-4608-96b3-2f9cccc26017,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4285843/",1656771826.327273,xe kia morning si,328000000.0,2017,trong nước,cũ,hatchback,36757 km,nâu,xám,5 cửa,5 chỗ,xăng, tự động,fwd,1248 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
fb6dd24d-23ec-44eb-a012-f9f0869bba51,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4404633/",1656771826.39395,xe honda crv 2.4,638000000.0,2014,trong nước,cũ,suv,126859 km,bạc,đen,5 cửa,5 chỗ,xăng, tự động,fwd,2354 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
3f0de609-e09c-4d17-b14c-f8ffb267409c,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4404733/",1656771826.442837,xe kia morning van 1.0,265000000.0,2015,nhập khẩu,cũ,van/minivan,47256 km,bạc,xám,5 cửa,2 chỗ,xăng, tự động,fwd,998 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
a17428a7-8641-458f-b853-bb140ead29c8,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4428046/",1656771826.481623,xe mazda cx5 2.5 at 2wd,813000000.0,2018,trong nước,cũ,suv,69741 km,trắng,đen,5 cửa,5 chỗ,xăng, tự động,fwd,2488 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
2d6e5c23-5c24-4604-8697-d6ec7fca41ec,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4432301/",1656771826.551531,xe kia cerato 1.6,531000000.0,2018,trong nước,cũ,sedan,10868 km,trắng,kem,4 cửa,5 chỗ,xăng, tự động,fwd,1591 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
0cd4c04b-5555-457d-a0a8-12d06a4fcd14,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4429730/",1656771826.677265,xe mazda 3 1.5,585000000.0,2018,trong nước,cũ,sedan,63688 km,trắng,đen,4 cửa,5 chỗ,xăng, tự động,fwd,1496 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
2e535857-b065-41b9-9d17-6b46e492748f,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4429658/",1656771826.712021,xe toyota vios 1.5g,553000000.0,2020,trong nước,cũ,sedan,20569 km,vàng,kem,4 cửa,5 chỗ,xăng, tự động,fwd,1496 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
ed44358e-3563-4bb1-b5b1-6903518c9fa5,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4425403/",1656771826.759686,xe mazda 2 1.5,425000000.0,2016,trong nước,cũ,sedan,65742 km,xanh,đen,4 cửa,5 chỗ,xăng, tự động,fwd,1496 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản"
e7180b22-0a1a-4d0e-8d05-7ef759aabae6,anycar.bonbanh.com,"https://anycar.bonbanh.com/chi-tiet-xe/id,4423380/",1656771826.804586,xe vinfast lux sa 2.0 plus 2.0,1096000000.0,2021,trong nước,cũ,suv,4927 km,trắng,nâu,5 cửa,7 chỗ,xăng, tự động,rfd,1997 (cc),"- Xe đạt 5 tiêu chí vàng và đạt 143 hạng mục kiểm tra theo tiêu chuẩn, được cam kết bằng văn bản và có đóng dấu đỏ của Anycar Việt Nam: không đâm đụng ảnh hưởng đến khung gầm kết cấu; không ngập nước, thủy kích; động cơ nguyên bản; hộp số nguyên bản; hồ sơ hợp pháp lý an toàn, sẵn sàng sang tên. 
- Hoàn tiền ngay 100% tiền nếu trong vòng 7 ngày phát hiện sai cam kết. 
- Tặng thẻ thành viên 2.3 triệu 
- Xe bán ra có bảo hành 3 tháng hoặc 6 tháng: động cơ + hộp số tại xưởng dịch vụ Anycar Long Biên theo chuẩn Nhật Bản."
